timestamp,gate_id,attendee_id,gender,age,pre_existing_medical_condition,ticket_status,wait_time_min,crowd_density_sq_m,security_personnel,police_presence,incident_reported,incident_type,injury_severity,emergency_called,response_time_min,first_responder_type,crowd_control_measures,entry_delay_min,social_media_mentions,panic_button_pressed,possible_death_cause,attempted_entry,location_category,exit_gate_status,communication_method,group_size,behavior_flag,mob_movement,evacuation_mode,duration_in_crowd_min,lat,lon,mode_of_transport,emotional_state
2024-05-04 20:55:10,Gate 7,26,Female,35,False,Valid,23,0.5,3,5,False,None,None,False,0,None,None,25,7,False,,True,Cubbon Road (Stadium Side),Clear,Police Instructions,2,Anxious,Flowing,No Evacuation,52,12.9795,77.6011,Car,Scared
2024-05-04 17:30:31,Gate 6,27,Male,20,False,Valid,21,6.13,8,1,False,None,None,False,0,None,Barricades,19,6,False,,True,At Gate Entrance,Clear,Social Media,4,Anxious,Flowing,No Evacuation,222,12.9787,77.5998,Car,Excited
2024-05-04 19:15:36,Gate 4,28,Male,19,False,Invalid,0,0.0,0,0,False,None,None,False,0,N/A,None,0,1,False,,False,Watching from Home,N/A,N/A,1,Normal,Not Applicable,No Evacuation,0,,,None,Calm
2024-05-04 17:04:39,Gate 6,29,Male,24,False,Invalid,18,3.29,5,4,False,None,None,False,0,None,Police Cordon,10,3,False,,False,Main Queue Line,Clear,Official Announcement,6,Normal,Flowing,No Evacuation,183,12.9791,77.6005,Bus,Anxious
2024-05-04 18:16:34,Gate 3,30,Male,27,False,Invalid,74,7.0,10,3,True,Medical Emergency,Minor,False,0,Bystander,Rope Lines,33,25,False,,False,Cubbon Road (Stadium Side),Partially Blocked,Word of Mouth,1,Agitated,Surging,Assisted/Carried,135,12.9795,77.6011,Car,Angry
2024-05-04 18:36:44,Gate 4,31,Female,32,False,Invalid,68,7.0,7,3,True,Scuffle,Minor,False,0,Stadium Security,Barricades,27,29,False,,True,St. Mark's Road (Food Stalls),Partially Blocked,Word of Mouth,1,Aggressive,Surging,Self-Walked,93,12.9714,77.6017,Car,Angry
2024-05-04 17:15:48,Gate 10,32,Male,33,False,Valid,37,2.78,12,4,False,None,None,False,0,None,Barricades,12,1,False,,True,Anil Kumble Circle,Clear,Official Announcement,2,Normal,Flowing,No Evacuation,118,12.9778,77.6015,Auto Rickshaw,Excited
2024-05-04 17:38:28,Gate 9,33,Male,28,False,Valid,30,1.52,8,3,False,None,None,False,0,None,None,13,5,False,,True,Cubbon Road (Stadium Side),Clear,Official Announcement,2,Anxious,Pushing,No Evacuation,35,12.9795,77.6011,Bus,Anxious
2024-05-04 18:08:38,Gate 8,34,Female,19,False,Valid,40,6.02,4,3,True,Stampede,Major,True,4,Paramedic,Barricades,38,30,True,,True,Cubbon Road (Stadium Side),Partially Blocked,Police Instructions,4,Panicked,Surging,Stretcher,230,12.9795,77.6011,Walking,Anxious
2024-05-04 19:01:10,Gate 12,35,Female,25,False,Valid,19,1.62,8,7,False,None,None,False,0,None,None,28,5,False,,True,Main Queue Line,Clear,Official Announcement,5,Cooperative,Flowing,No Evacuation,63,12.9791,77.6005,Auto Rickshaw,Confused
2024-05-04 16:21:22,Gate 4,36,Male,31,False,Valid,37,7.0,3,4,False,None,None,False,0,None,Barricades,19,4,False,,True,Cubbon Road (Stadium Side),Clear,Social Media,6,Normal,Flowing,No Evacuation,160,12.9795,77.6011,Car,Excited
2024-05-04 16:19:25,Gate 9,37,Male,19,False,Invalid,18,0.5,4,5,False,None,None,False,0,None,None,19,3,False,,False,Main Queue Line,Clear,Official Announcement,3,Normal,Pushing,No Evacuation,136,12.9791,77.6005,Auto Rickshaw,Anxious
2024-05-04 14:31:15,Gate 4,38,Male,26,False,Invalid,5,2.13,2,4,False,None,None,False,0,None,None,4,1,False,,False,Cubbon Park Metro Station Exit,Clear,Official Announcement,4,Normal,Flowing,No Evacuation,218,12.9811,77.5968,Car,Calm
2024-05-04 18:10:58,Gate 12,39,Female,31,False,Invalid,69,7.0,12,5,False,None,None,False,0,None,Barricades,22,11,False,,False,Main Queue Line,Partially Blocked,Word of Mouth,5,Agitated,Running Chaotically,No Evacuation,10,12.9791,77.6005,Walking,Scared
2024-05-04 18:42:41,Gate 12,40,Female,19,False,Invalid,47,7.0,5,7,True,Scuffle,Major,True,4,Paramedic,Rope Lines,20,24,False,,False,Cubbon Road (Stadium Side),Partially Blocked,Word of Mouth,6,Panicked,Pushing,Stretcher,151,12.9795,77.6011,Auto Rickshaw,Terrified
2024-05-04 16:37:19,Gate 7,41,Female,33,False,Valid,38,4.86,8,1,False,None,None,False,0,None,Barricades,9,1,False,,True,Main Queue Line,Clear,Official Announcement,5,Normal,Pushing,No Evacuation,211,12.9791,77.6005,Metro,Anxious
2024-05-04 19:51:51,Gate 7,42,Male,32,False,Invalid,16,1.93,8,4,False,None,None,False,0,None,None,17,9,False,,False,Main Queue Line,Clear,Police Instructions,4,Anxious,Flowing,No Evacuation,200,12.9791,77.6005,Car,Confused
2024-05-04 18:10:23,Gate 5,43,Female,19,False,Invalid,0,0.0,0,0,False,None,None,False,0,N/A,None,0,3,False,,False,Watching from Home,N/A,N/A,1,Normal,Not Applicable,No Evacuation,0,,,None,Calm
2024-05-04 15:02:23,Gate 3,44,Male,22,False,Invalid,12,0.5,12,5,False,None,None,False,0,None,None,5,0,False,,False,Queen's Road (Towards Gate 1),Clear,Official Announcement,3,Normal,Flowing,No Evacuation,94,12.9805,77.5995,Car,Calm
2024-05-04 19:51:37,Gate 4,45,Male,20,False,Valid,13,4.63,3,2,True,Panic,None,False,0,Stadium Security,Barricades,30,18,True,,True,Inside Cubbon Park (Near Stadium),Clear,Police Instructions,1,Anxious,Standing Still,No Evacuation,17,12.9779,77.5958,Auto Rickshaw,Confused
2024-05-04 16:10:46,Gate 4,46,Female,25,False,Invalid,36,3.88,4,5,False,None,None,False,0,None,Barricades,5,0,False,,False,Cubbon Road (Stadium Side),Clear,Official Announcement,4,Normal,Flowing,No Evacuation,28,12.9795,77.6011,Car,Anxious
2024-05-04 16:41:14,Gate 6,47,Male,30,False,Valid,24,0.86,2,5,False,None,None,False,0,None,None,5,3,False,,True,At Gate Entrance,Clear,Official Announcement,3,Normal,Flowing,No Evacuation,185,12.9787,77.5998,Bus,Anxious
2024-05-04 20:30:54,Gate 4,48,Male,29,False,Invalid,14,3.72,7,2,False,None,None,False,0,None,Barricades,30,9,False,,False,At Gate Entrance,Clear,Official Announcement,6,Cooperative,Standing Still,No Evacuation,18,12.9787,77.5998,Bus,Scared
2024-05-04 16:18:02,Gate 4,49,Female,34,False,Invalid,24,0.5,7,4,False,None,None,False,0,None,None,15,5,False,,False,Main Queue Line,Clear,Social Media,4,Normal,Flowing,No Evacuation,67,12.9791,77.6005,Cab/Ola/Uber,Anxious
2024-05-04 17:47:57,Gate 6,50,Female,18,False,Invalid,27,7.0,7,3,True,Scuffle,Minor,False,0,Police,Rope Lines,16,4,False,,True,At Gate Entrance,Clear,Social Media,3,Aggressive,Flowing,Assisted/Carried,153,12.9787,77.5998,Metro,Excited
2024-05-04 19:00:51,Gate 6,51,Male,25,False,Invalid,27,2.44,5,3,False,None,None,False,0,None,None,23,8,False,,False,At Gate Entrance,Clear,Official Announcement,6,Cooperative,Flowing,No Evacuation,223,12.9787,77.5998,Bus,Confused
2024-05-04 16:32:14,Gate 12,52,Female,21,False,Invalid,23,0.64,4,2,False,Scuffle,None,False,0,None,None,11,3,False,,True,Main Queue Line,Clear,Official Announcement,1,Aggressive,Pushing,No Evacuation,64,12.9791,77.6005,Auto Rickshaw,Anxious
2024-05-04 16:09:22,Gate 9,53,Male,24,False,Invalid,23,4.33,7,6,True,None,None,False,0,Bystander,Barricades,9,7,False,,True,Main Queue Line,Clear,Official Announcement,5,Aggressive,Pushing,No Evacuation,231,12.9791,77.6005,Walking,Anxious
2024-05-04 17:41:48,Gate 7,54,Male,33,False,Invalid,16,6.17,2,4,False,None,None,False,0,None,Rope Lines,14,4,False,,False,Main Queue Line,Clear,Official Announcement,2,Anxious,Flowing,No Evacuation,112,12.9791,77.6005,Metro,Excited
2024-05-04 16:20:15,Gate 7,55,Male,22,False,Valid,24,3.15,8,5,False,None,None,False,0,None,Rope Lines,19,8,False,,True,Queen's Road (Towards Gate 1),Clear,Official Announcement,5,Normal,Pushing,No Evacuation,177,12.9805,77.5995,Metro,Excited
2024-05-04 16:46:16,Gate 6,56,Female,30,False,Invalid,36,3.7,3,5,False,None,None,False,0,None,Barricades,20,2,False,,False,At Gate Entrance,Clear,Official Announcement,3,Anxious,Flowing,No Evacuation,199,12.9787,77.5998,Bike,Excited
2024-05-04 18:28:02,Gate 13,57,Female,31,False,Invalid,76,4.88,12,8,True,Scuffle,None,False,0,Police,Rope Lines,36,31,False,,False,St. Mark's Road (Food Stalls),Completely Blocked,Word of Mouth,3,Panicked,Pushing,No Evacuation,104,12.9714,77.6017,Walking,Anxious
2024-05-04 15:29:48,Gate 4,58,Female,18,False,Valid,4,3.06,3,4,True,Scuffle,None,False,0,Stadium Security,Barricades,4,2,False,,True,Inside Cubbon Park (Near Stadium),Clear,Official Announcement,1,Normal,Flowing,No Evacuation,27,12.9779,77.5958,Bike,Calm
2024-05-04 18:38:44,Gate 1,59,Male,19,False,Valid,67,0.5,8,7,False,None,None,False,0,None,None,35,13,False,,True,Cubbon Park Metro Station Exit,Clear,Social Media,4,Panicked,Pushing,No Evacuation,98,12.9811,77.5968,Bus,Angry
2024-05-04 18:03:06,Gate 4,60,Male,30,False,Invalid,56,7.0,7,1,True,Panic,Minor,False,0,Stadium Security,Barricades,29,25,True,,True,At Gate Entrance,Partially Blocked,Word of Mouth,2,Aggressive,Running Chaotically,Self-Walked,190,12.9787,77.5998,Cab/Ola/Uber,Scared
2024-05-04 16:55:13,Gate 5,61,Female,27,False,Invalid,41,2.39,5,6,True,Faint,Minor,False,0,Bystander,None,16,2,False,,False,At Gate Entrance,Clear,Official Announcement,5,Anxious,Flowing,Self-Walked,144,12.9787,77.5998,Auto Rickshaw,Excited
2024-05-04 17:45:58,Gate 10,62,Female,29,False,Valid,21,7.0,11,8,False,None,None,False,0,None,Barricades,10,5,False,,True,Cubbon Park Metro Station Exit,Clear,Official Announcement,2,Anxious,Pushing,No Evacuation,207,12.9811,77.5968,Car,Anxious
2024-05-04 20:12:47,Gate 6,63,Female,28,False,Valid,11,3.52,7,1,False,None,None,False,0,None,Rope Lines,21,6,False,,True,At Gate Entrance,Clear,Police Instructions,3,Anxious,Standing Still,No Evacuation,222,12.9787,77.5998,Metro,Confused
2024-05-04 17:48:06,Gate 4,64,Male,32,False,Invalid,45,2.0,3,1,False,None,None,False,0,None,None,6,4,False,,False,Cubbon Road (Stadium Side),Clear,Social Media,5,Anxious,Pushing,No Evacuation,31,12.9795,77.6011,Bike,Excited
2024-05-04 17:11:22,Gate 6,65,Male,29,False,Valid,40,2.05,6,2,False,None,None,False,0,None,None,15,5,False,,True,Main Queue Line,Clear,Official Announcement,5,Normal,Pushing,No Evacuation,195,12.9791,77.6005,Walking,Excited
2024-05-04 14:47:45,Gate 2,66,Female,30,False,Invalid,10,1.77,12,2,False,None,None,False,0,None,None,1,0,False,,False,Inside Cubbon Park (Near Stadium),Clear,Official Announcement,6,Normal,Flowing,No Evacuation,222,12.9779,77.5958,Cab/Ola/Uber,Calm
2024-05-04 16:49:30,Gate 9,67,Female,23,False,Valid,17,0.5,9,8,False,None,None,False,0,None,None,14,1,False,,True,Main Queue Line,Clear,Social Media,2,Normal,Pushing,No Evacuation,236,12.9791,77.6005,Bike,Anxious
2024-05-04 16:24:41,Gate 8,68,Male,32,True,Invalid,39,1.29,12,6,True,Scuffle,Minor,False,0,Stadium Security,None,19,4,False,,True,Main Queue Line,Clear,Social Media,5,Aggressive,Pushing,Assisted/Carried,223,12.9791,77.6005,Car,Excited
2024-05-04 17:59:11,Gate 7,69,Female,19,False,Valid,18,7.0,3,4,False,None,None,False,0,None,Rope Lines,14,3,False,,True,Official Parking Area,Clear,Official Announcement,5,Normal,Flowing,No Evacuation,222,12.9765,77.598,Cab/Ola/Uber,Excited
2024-05-04 16:51:03,Gate 1,70,Male,30,False,Invalid,25,6.32,11,5,False,Scuffle,None,False,0,None,Rope Lines,9,3,False,,True,Main Queue Line,Clear,Social Media,6,Aggressive,Pushing,No Evacuation,45,12.9791,77.6005,Bus,Excited
2024-05-04 15:39:17,Gate 3,71,Female,21,False,Valid,14,0.5,4,7,False,None,None,False,0,None,None,0,0,False,,True,Main Queue Line,Clear,Official Announcement,6,Normal,Flowing,No Evacuation,137,12.9791,77.6005,Cab/Ola/Uber,Calm
2024-05-04 14:58:36,Gate 7,72,Male,29,False,Valid,0,0.55,4,3,False,None,None,False,0,None,None,3,2,False,,True,Ticket Redemption Counter,Clear,Official Announcement,3,Normal,Flowing,No Evacuation,21,12.9783,77.5989,Walking,Excited
2024-05-04 14:32:55,Gate 5,73,Male,28,False,Invalid,15,0.56,11,2,False,Scuffle,None,False,0,None,None,5,1,False,,True,Main Queue Line,Clear,Official Announcement,6,Aggressive,Flowing,No Evacuation,44,12.9791,77.6005,Auto Rickshaw,Calm
2024-05-04 14:42:20,Gate 7,74,Female,35,False,Valid,10,2.88,5,4,False,None,None,False,0,None,Rope Lines,2,1,False,,True,At Gate Entrance,Clear,Official Announcement,1,Normal,Flowing,No Evacuation,104,12.9787,77.5998,Cab/Ola/Uber,Calm
2024-05-04 17:07:55,Gate 6,75,Female,34,False,Invalid,24,0.5,7,4,False,None,None,False,0,None,None,15,3,False,,True,At Gate Entrance,Clear,Official Announcement,2,Aggressive,Flowing,No Evacuation,193,12.9787,77.5998,Metro,Excited
2024-05-04 16:59:23,Gate 5,76,Female,19,True,Invalid,45,2.84,4,6,True,None,None,False,0,Bystander,Barricades,5,3,False,,False,Queen's Road (Towards Gate 1),Clear,Official Announcement,6,Normal,Pushing,No Evacuation,27,12.9805,77.5995,Bike,Excited
2024-05-04 16:10:29,Gate 4,77,Male,34,False,Invalid,20,1.13,6,3,False,None,None,False,0,None,None,20,2,False,,False,Main Queue Line,Clear,Social Media,1,Anxious,Flowing,No Evacuation,190,12.9791,77.6005,Bus,Excited
2024-05-04 16:18:31,Gate 13,78,Male,32,False,Invalid,26,4.86,6,8,False,None,None,False,0,None,Barricades,7,4,False,,False,Inside Cubbon Park (Near Stadium),Clear,Official Announcement,3,Normal,Flowing,No Evacuation,191,12.9779,77.5958,Bus,Excited
2024-05-04 18:16:09,Gate 6,79,Female,18,False,Invalid,45,7.0,6,3,True,Scuffle,Minor,False,0,Police,Barricades,22,34,False,,False,Cubbon Road (Stadium Side),Completely Blocked,Social Media,2,Aggressive,Running Chaotically,Self-Walked,220,12.9795,77.6011,Metro,Scared
2024-05-04 17:44:49,Gate 10,80,Male,31,False,Invalid,20,1.94,8,3,False,None,None,False,0,None,None,15,5,False,,False,Official Parking Area,Clear,Official Announcement,3,Normal,Pushing,No Evacuation,82,12.9765,77.598,Bike,Anxious
2024-05-04 14:41:20,Gate 7,81,Male,34,False,Valid,10,0.87,6,3,True,None,None,False,0,Stadium Security,None,4,2,False,,True,Cubbon Road (Stadium Side),Clear,Official Announcement,5,Normal,Flowing,No Evacuation,231,12.9795,77.6011,Bus,Calm
2024-05-04 17:27:14,Gate 7,82,Male,33,False,Valid,40,3.04,4,5,False,None,None,False,0,None,Barricades,17,4,False,,True,Cubbon Road (Stadium Side),Clear,Official Announcement,2,Normal,Flowing,No Evacuation,133,12.9795,77.6011,Cab/Ola/Uber,Excited
2024-05-04 19:32:09,Gate 3,83,Female,22,False,Valid,24,3.36,6,8,False,None,None,False,0,None,Barricades,17,10,False,,True,Anil Kumble Circle,Clear,Official Announcement,1,Anxious,Flowing,No Evacuation,117,12.9778,77.6015,Car,Scared
2024-05-04 18:34:00,Gate 2,84,Female,33,False,Valid,53,7.0,6,4,True,None,None,False,0,Stadium Security,Rope Lines,38,35,False,,True,Anil Kumble Circle,Completely Blocked,Police Instructions,4,Agitated,Surging,No Evacuation,130,12.9778,77.6015,Bike,Scared
2024-05-04 17:17:51,Gate 6,85,Male,29,False,Invalid,34,5.0,8,2,False,None,None,False,0,None,Barricades,8,1,False,,False,At Gate Entrance,Clear,Social Media,3,Normal,Flowing,No Evacuation,152,12.9787,77.5998,Cab/Ola/Uber,Excited
2024-05-04 14:18:42,Gate 11,86,Female,33,False,Valid,5,0.5,9,6,False,None,None,False,0,None,None,3,1,False,,True,At Gate Entrance,Clear,Official Announcement,5,Normal,Flowing,No Evacuation,199,12.9787,77.5998,Car,Excited
2024-05-04 18:20:27,Gate 13,87,Female,18,False,Invalid,84,7.0,12,7,True,None,None,False,0,Stadium Security,Rope Lines,40,22,False,,False,Inside Cubbon Park (Near Stadium),Completely Blocked,Social Media,6,Panicked,Running Chaotically,No Evacuation,157,12.9779,77.5958,Cab/Ola/Uber,Anxious
2024-05-04 18:16:32,Gate 6,88,Male,21,False,Invalid,72,7.0,5,5,True,Medical Emergency,Minor,False,0,Bystander,Barricades,39,22,False,,False,Ticket Redemption Counter,Partially Blocked,Word of Mouth,2,Aggressive,Running Chaotically,Self-Walked,63,12.9783,77.5989,Auto Rickshaw,Terrified
2024-05-04 18:43:54,Gate 7,89,Female,33,False,Valid,58,7.0,8,3,True,Scuffle,Minor,False,0,Stadium Security,Police Cordon,26,33,False,,True,Main Queue Line,Completely Blocked,Social Media,3,Panicked,Surging,Self-Walked,194,12.9791,77.6005,Cab/Ola/Uber,Angry
2024-05-04 17:37:30,Gate 9,90,Male,29,False,Valid,44,3.68,7,7,False,None,None,False,0,None,Barricades,13,1,False,,True,Queen's Road (Towards Gate 1),Clear,Official Announcement,5,Normal,Pushing,No Evacuation,181,12.9805,77.5995,Car,Excited
2024-05-04 17:33:00,Gate 4,91,Male,18,False,Invalid,0,0.0,0,0,False,None,None,False,0,N/A,None,0,3,False,,False,Watching from Home,N/A,N/A,1,Normal,Not Applicable,No Evacuation,0,,,None,Excited
2024-05-04 16:27:13,Gate 9,92,Female,28,False,Invalid,38,4.62,10,8,False,None,None,False,0,None,Barricades,6,7,False,,False,At Gate Entrance,Clear,Official Announcement,2,Normal,Pushing,No Evacuation,19,12.9787,77.5998,Metro,Anxious
2024-05-04 20:44:42,Gate 12,93,Male,18,False,Valid,27,0.5,9,3,False,None,None,False,0,None,None,26,4,False,,True,Cubbon Road (Stadium Side),Clear,Police Instructions,4,Normal,Flowing,No Evacuation,59,12.9795,77.6011,Bus,Confused
2024-05-04 18:00:57,Gate 4,94,Female,27,False,Invalid,67,7.0,6,5,True,Panic,Minor,False,0,Stadium Security,Barricades,36,19,False,,False,Cubbon Park Metro Station Exit,Partially Blocked,Police Instructions,4,Panicked,Pushing,Self-Walked,73,12.9811,77.5968,Cab/Ola/Uber,Scared
2024-05-04 14:16:08,Gate 12,95,Female,27,False,Invalid,3,0.82,7,3,False,None,None,False,0,None,None,5,3,False,,False,Inside Cubbon Park (Near Stadium),Clear,Official Announcement,3,Normal,Flowing,No Evacuation,85,12.9779,77.5958,Bus,Excited
2024-05-04 17:22:42,Gate 9,96,Female,31,False,Invalid,0,0.0,0,0,False,None,None,False,0,N/A,None,0,1,False,,False,Watching from Home,N/A,N/A,1,Normal,Not Applicable,No Evacuation,0,,,None,Excited
2024-05-04 18:40:40,Gate 2,97,Male,34,False,Invalid,75,0.5,4,5,True,Scuffle,Minor,False,0,Police,None,36,26,False,,False,Inside Cubbon Park (Near Stadium),Clear,Police Instructions,1,Panicked,Pushing,Self-Walked,123,12.9779,77.5958,Cab/Ola/Uber,Anxious
2024-05-04 17:16:17,Gate 10,98,Female,27,False,Invalid,16,2.67,11,2,False,None,None,False,0,None,Barricades,18,1,False,,True,Main Queue Line,Clear,Social Media,5,Aggressive,Pushing,No Evacuation,27,12.9791,77.6005,Walking,Excited
2024-05-04 18:28:41,Gate 6,99,Female,30,False,Invalid,0,0.0,0,0,False,None,None,False,0,N/A,None,0,5,False,,False,Watching from Home,N/A,N/A,1,Normal,Not Applicable,No Evacuation,0,,,None,Calm
2024-05-04 19:03:09,Gate 7,100,Female,21,False,Invalid,10,2.28,3,4,False,None,None,False,0,None,None,10,12,False,,False,Cubbon Road (Stadium Side),Clear,Police Instructions,2,Anxious,Flowing,No Evacuation,107,12.9795,77.6011,Cab/Ola/Uber,Calm
2024-05-04 20:23:59,Gate 9,101,Male,19,False,Invalid,16,0.5,4,5,False,None,None,False,0,None,None,12,9,False,,False,Ticket Redemption Counter,Clear,Official Announcement,1,Anxious,Standing Still,No Evacuation,22,12.9783,77.5989,Bike,Scared
